"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name"
"https://www.hepsiemlak.com/konya-eregli-hidirli-kiralik/daire/98608-1503","20","15.000","15-04-2025","Kiralık Daire","3 +
                          1","160 m²","Sıfır Bina","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Çarşı Merkez Yakını Kiralık 3+1daire","Konya / Ereğli / Hıdırlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/karaca-emlak-98608","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/0/9/7/4/4/4/1744740848265-44479027.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/6/8/9/0/5bc0af2d-b7c2-4002-af38-f8c4bbfb4662.jpeg","Karaca Emlak"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/134421-83","9","7.000","30-04-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aybars Gayrimenkul'den Kiralık 1+1 Eşyasız Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/aybars-gayrimenkul-134421","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/0/8/0/5/4/4/1e8f2c8bf7eb16642273c45a8e3f7927f37e06dcd214f155bfa8f127b77bd7239f28a8388d9e256f5f4931374bdf0f10.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/4/4/3/1/7b4b0ad7-ff44-4078-9cda-2706259e6977.jpg","Aybars Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-namik-kemal-kiralik/daire/112892-943","31","21.000","25-04-2025","Kiralık Daire","3 +
                          1","200 m²","25
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Cazip'ten Çarşı Merkezde  Şirket Personellerine Uygun 3+1 Eşyalı Kiralık Daire","Konya / Ereğli / Namık Kemal Mah.","https://www.hepsiemlak.com/emlak-ofisi/cazip-emlak-112892/seyfi-akverdi-2395075","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/0/9/2/5/4/4/5abe3580-6530-4001-94dc-f2350e23c620.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/7/0/5/9/3/2/e0c07d26-0f08-49d3-b253-08b3b5c3d54d.jpg","Cazip Emlak"
"https://www.hepsiemlak.com/konya-meram-yenisehir-kiralik/daire/88447-88","31","50.000","01-05-2025","Kiralık Daire","3 +
                          1","180 m²","5
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Daire  Tema Şehir 1 De 3+1 Lüks","Konya / Meram / Yenişehir Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/7/6/2/5/2/4/1713795521-575372-42526749.jpeg","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/0-44386373","13","9.000","26-03-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden Kiralık","Konya / Ereğli / Toros Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/3/6/8/3/4/4/1742916341202-44386373.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-orhaniye-kiralik/daire/138535-497","22","9.000","29-04-2025","Kiralık Daire","2 +
                          1","110 m²","1
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","4. Etap Toki Konutlarında Kiralık Sıfır 2+1 Daire","Konya / Ereğli / Orhaniye Mah.","https://www.hepsiemlak.com/emlak-ofisi/emr-gayrimenkul-138535","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/3/6/3/5/4/4/1745756226-753224-44536358.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/3/5/8/3/1/fcd3cae9-1fcb-4158-9eca-83a8d5ca3cf0.jpg","Emr Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/129462-861","15","7.500","14-04-2025","Kiralık Daire","1 +
                          1","55 m²","2
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Leyal Emlak'dan Kıralık 1+1","Konya / Ereğli / Toros Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/1/6/5/4/4/4/1744368266818-44456130.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-fatih-kiralik/daire/90958-138","23","18.000","15-04-2025","Kiralık Daire","3 +
                          1","150 m²","20
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Emlak81den Konya Selçuklu Koyuncu Petrol Civarı 3+1 Arakat Daire","Konya / Selçuklu / Fatih Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/7/5/0/3/4/4/1741587893724-44305727.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-barbaros-kiralik/daire/125942-286","12","8.000","28-04-2025","Kiralık Daire","2 +
                          1","110 m²","10
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","2. Etap Toki Ara Kat Kiralık Daire","Konya / Ereğli / Barbaros Mah.","https://www.hepsiemlak.com/emlak-ofisi/kizilkan-emlak-125942","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/3/2/4/5/4/4/1745850569-04278-44542370.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/4/9/5/2/1/ec0dd1b2-fe1b-4bfd-97fd-8613cdb516d4.jpg","Kızılkan Emlak"
"https://www.hepsiemlak.com/konya-eregli-atakent-kiralik/daire/0-44516283","12","12.000","08-05-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ful +ful Eşyalı Kiralık Lux 1+1  Daire","Konya / Ereğli / Atakent Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/2/6/1/5/4/4/zhC5azigkDifO7d3zgF1M.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/0-44321186","12","11.500","07-04-2025","Kiralık Daire","1 +
                          1","60 m²","3
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden Kiralık 1+1 Daire","Konya / Ereğli / Toros Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/1/1/2/3/4/4/1741810944-4377189-44321186.jpeg","",""
"https://www.hepsiemlak.com/konya-meram-askan-kiralik/daire/5115-3867","27","25.000","19-04-2025","Kiralık Daire","3 +
                          1","170 m²","20
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Turyap' Tan Aşkan Mahallesinde Üniv. Karşısında 3+1 Salon Daire","Konya / Meram / Aşkan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/0/5/8/1/4/4/4f985dc5-8690-4acf-86ac-b85bb43048b9.jpg","",""
"https://www.hepsiemlak.com/konya-meram-godene-kiralik/daire/81846-2105","13","12.000","06-05-2025","Kiralık Daire","2 +
                          1","110 m²","15
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Toki Gödene De 2+1 Arakat Kiralık Daire (en Geniş Olan)","Konya / Meram / Gödene Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/6/7/7/4/4/4/1744722772174-44477684.jpg","",""
"https://www.hepsiemlak.com/konya-meram-havzan-kiralik/daire/127826-704","19","26.000","21-03-2025","Kiralık Daire","2 +
                          1","60 m²","4
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Havzan'da Amerikan Mutfak Yüksek Giriş Kombili 2+1 Kiralık Daire","Konya / Meram / Havzan Mah.","https://www.hepsiemlak.com/emlak-ofisi/fullemlak-tv-127826","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/5/1/3/9/3/4/542b68cb-ae07-410a-85a9-3021e24e7f6d.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/8/7/2/1/9a8aa4d5-88f4-4a21-adb8-26353eb7618a.jpg","Fullemlak Tv"
"https://www.hepsiemlak.com/konya-meram-godene-kiralik/daire/0-44520653","11","17.250","01-05-2025","Kiralık Daire","3 +
                          1","150 m²","5
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden Kiralık Seyirtepe Sitesi","Konya / Meram / Gödene Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/6/0/2/5/4/4/1745437251522-44520653.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-orhaniye-kiralik/daire/129985-528","13","10.500","20-04-2025","Kiralık Daire","2 +
                          1","110 m²","Sıfır Bina","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Lider Emlak’tan Kiralık 4. Etap Tokide 2+1 Daire","Konya / Ereğli / Orhaniye Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/2/0/0/5/4/4/1745063060-868336-44500285.jpeg","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/0-44429580","10","12.500","21-04-2025","Kiralık Daire","2 +
                          1","60 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Acilin Tam Karşısında Sahibinden Eşyalı Kiralık 2+0","Konya / Ereğli / Toros Mah.","","","",""
"https://www.hepsiemlak.com/konya-selcuklu-ihsaniye-kiralik/daire/65040-99","23","20.000","23-04-2025","Kiralık Daire","3 +
                          1","150 m²","30
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sertuğ Emlak'tan Vatan Caddesinde Kiralık Daire","Konya / Selçuklu / İhsaniye Mah.","","","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/126181-358","27","6.000","06-05-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Toros Mahallesı'nde Arakat 55m2 Kiralık 1+1 Daire","Konya / Ereğli / Toros Mah.","","","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/132067-229","11","8.500","26-04-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Üniverste Civarı Sürücü Eğitim Alanı Karşısı Kiralık Sıfır 1+1 Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/yuvam-emlak-132067/abdullah-emre-aktepe-3456572","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/5/4/8/4/4/4/1744829644700-44484514.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/7/5/6/5/4/3/afe8993c-3d8f-4ca1-9c32-2ee511d98447.jpg","Yuvam Emlak"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/146865-168","10","9.500","28-04-2025","Kiralık Daire","1 +
                          1","60 m²","3
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Toros Mahallesinde Kiralık Eşyalı 1+1 Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/basyigit-gayrimenkul-146865","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/3/7/7/3/4/4/1745827311-0469332-44377386.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/6/8/6/4/1/38cf7ba1-64fb-4ad2-934d-361ebe14318b.jpg","Başyiğit Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-parsana-kiralik/daire/119637-442","24","28.000","17-04-2025","Kiralık Daire","3 +
                          1","135 m²","10
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Melsa Başoda'dan Parsana Mah. Yüksek Güvenlikli 3+1 Kiralık Daire","Konya / Selçuklu / Parsana Mah.","https://www.hepsiemlak.com/emlak-ofisi/melsa-basoda-gayrimenkul-119637/mustafa-basoda-2717324","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/3/7/8/4/4/4/1744887974785-44487333.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/2/3/7/1/7/2/ebc752e1-c00b-4488-816f-59b3719785f1.jpg","Melsa Başoda Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/125942-277","10","15.000","26-04-2025","Kiralık Daire","1 +
                          1","65 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sıfır Eşyalı Kiralık Lüx 1+1 Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/kizilkan-emlak-125942","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/1/4/0/5/4/4/1745168111-8605042-44504171.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/4/9/5/2/1/ec0dd1b2-fe1b-4bfd-97fd-8613cdb516d4.jpg","Kızılkan Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/60020-536","17","17.000","15-04-2025","Kiralık Daire","2 +
                          1","140 m²","25
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bosnahersek Mahallesinde Kiralık Eşyalı Geçit Emlaktan Daire 444","Konya / Selçuklu / Bosna Hersek Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/6/0/3/3/4/4/1741938783-92585-44330677.jpeg","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/129462-860","12","8.500","10-04-2025","Kiralık Daire","1 +
                          1","60 m²","1
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Leyan Emlak'dan Kıralık 1+1","Konya / Ereğli / Toros Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/9/8/4/4/4/4/1744281568176-44448950.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/123376-633","22","12.000","17-04-2025","Kiralık Daire","1 +
                          1","75 m²","1
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ereğli De Hayat 1 Emlak Tan Kiralık Eşyalı 1+1 Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/hayat-emlak-123376/ramazan-gundogdu-nevzat-dikmener-2890815","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/7/2/7/4/4/4/1744638742867-44472746.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Hayat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-seyh-samil-kiralik/daire/66331-77","16","19.500","25-04-2025","Kiralık Daire","2 +
                          1","105 m²","20
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Barış Caddesi Üzerinde Kiralık 2+1 Daire","Konya / Selçuklu / Şeyh Şamil Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/5/6/2/5/4/4/54117911-129a-4de4-83f3-87d8252cbf0d.jpg","",""
"https://www.hepsiemlak.com/konya-karatay-karaaslandede-kiralik/daire/125746-330","14","12.000","30-04-2025","Kiralık Daire","2 +
                          1","70 m²","8
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Karaaslan Üzümcü De Kiralık 2+1 Çatı Daire","Konya / Karatay / Karaaslandede Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/6/8/7/4/4/4/1744732687960-44478656.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-binkonutlar-kiralik/daire/92645-417","13","9.000","19-04-2025","Kiralık Daire","2 +
                          1","110 m²","35
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Binkonutlar Mh Kiralık Daıre","Konya / Selçuklu / Binkonutlar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/8/8/9/4/4/4/1745050653590-44498808.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-cinler-kiralik/daire/70173-1561","13","12.500","17-04-2025","Kiralık Daire","2 +
                          1","115 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Cumhuriyet Mahallesinde Kiralık 2+1 Sıfır Daire","Konya / Ereğli / Cinler Mah.","https://www.hepsiemlak.com/emlak-ofisi/enes-yilmaz-gayrimenkul-70173/enes-yilmaz-1336767","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/0/7/8/4/4/4/1744884981-06722-44487005.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/6/7/6/3/3/1/27f89ee7-5272-4317-9cc5-5fb7cedff27f.jpg","Enes Yılmaz Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-kilincarslan-kiralik/daire/91668-943","13","21.000","14-04-2025","Kiralık Daire","3 +
                          1","150 m²","25
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Cevreyolu Dedeman Karşısı Kiralik Arakat Daire Bakimli","Konya / Selçuklu / Kılınçarslan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/3/3/7/4/4/4/1744644251950-44473372.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-haci-mustafa-kiralik/daire/129985-516","10","9.000","11-04-2025","Kiralık Daire","2 +
                          1","120 m²","20
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Lider Emlak'tan Hacı Mustafa Mahallesi Kiralık 2+1 Daire","Konya / Ereğli / Hacı Mustafa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/5/1/4/4/4/4/8ab89293-421a-4862-a6df-d97b7933d585.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-ihsaniye-kiralik/daire/92929-459","39","15.000","22-04-2025","Kiralık Daire","3 +
                          1","150 m²","50
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Afer Tranway Duragı Civ. 3+1 Bireysel Kombili Daire.İnce Minare Arkası.(öğrenci İçin Daha Uyğundur.","Konya / Selçuklu / İhsaniye Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/3/3/1/5/4/4/6391bffb-6b94-4ca1-97d7-2591107d8262.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-barbaros-kiralik/daire/98608-1508","41","13.500","18-04-2025","Kiralık Daire","3 +
                          1","160 m²","7
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kapalı Pazar Yakını Kiralık 3+1daire","Konya / Ereğli / Barbaros Mah.","https://www.hepsiemlak.com/emlak-ofisi/karaca-emlak-98608","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/5/2/8/4/4/4/1744805908509-44482543.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/6/8/9/0/5bc0af2d-b7c2-4002-af38-f8c4bbfb4662.jpeg","Karaca Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-beyhekim-kiralik/daire/60956-1581","29","17.000","30-04-2025","Kiralık Daire","1 +
                          1","70 m²","10
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konex'ten Beyhekim Mah Memura Kiralık 1+1 Eşyalı Daire","Konya / Selçuklu / Beyhekim Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/1/2/5/5/4/4/cbf11b8e-4365-4e18-9564-dbd876616c29.jpg","",""
"https://www.hepsiemlak.com/konya-karatay-gaziosmanpasa-kiralik/daire/57166-1980","8","24.000","05-05-2025","Kiralık Daire","3 +
                          1","170 m²","10
                        Yaşında","1. Kat","","","","İsa Kavak'tan Kiralık Adliye Yakını 3+1","Konya / Karatay / Gaziosmanpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/isa-kavak-gayrimenkul-57166/isa-kavak-1060006","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/6/8/7/5/4/4/1746453260344-44578628.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","İsa Kavak Gayrimenkul"
"https://www.hepsiemlak.com/konya-meram-yaylapinar-kiralik/daire/97933-163","10","10.000","30-04-2025","Kiralık Daire","3 +
                          1","135 m²","15
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Yaylapınarda 3+1 Kiralık Dogalgazlı","Konya / Meram / Yaylapınar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/0/2/5/5/4/4/3c06e2a1-b54a-477c-9be6-b33cd0289598.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-turbe-kiralik/daire/123376-634","21","10.000","01-05-2025","Kiralık Daire","2 +
                          1","135 m²","30
                        Yaşında","Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ereğli De Hayat 1emlak Tan (2+1 Eşyalı) Kiralık Daire","Konya / Ereğli / Türbe Mah.","https://www.hepsiemlak.com/emlak-ofisi/hayat-emlak-123376/ramazan-gundogdu-nevzat-dikmener-2890815","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/9/7/8/4/4/4/1744893831170-44487993.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Hayat Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-binkonutlar-kiralik/daire/0-44436765","4","9.000","09-04-2025","Kiralık Daire","Stüdyo","30 m²","15
                        Yaşında","Kot 3","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zafer De Eşyalı Apart - Açıklamayı Okuyunuz","Konya / Selçuklu / Binkonutlar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/7/6/3/4/4/4/J-SFwat61UYbqN8D7jYil.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-mehmet-akif-kiralik/daire/128032-1233","26","19.000","05-05-2025","Kiralık Daire","3 +
                          1","165 m²","30
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Selçuklu Özal Kentte Full Bakımlı Arakat 3+1 Kiralık Daire","Konya / Selçuklu / Mehmet Akif Mah.","https://www.hepsiemlak.com/emlak-ofisi/altin-emlak-konya-128032","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/0/0/3/5/4/4/1745826671569-44530097.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/0/8/2/1/28aab7ee-c8ee-4b51-af7e-81d8c61fb71f.jpg","Altın Emlak Konya"
"https://www.hepsiemlak.com/konya-karapinar-haci-omerli-kiralik/daire/145962-81","6","12.000","28-04-2025","Kiralık Daire","2 +
                          1","120 m²","10
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Salih Bilici Gayrimenkul Karapınar Merkezde 2+1 Daire Kiralıyor","Konya / Karapınar / Hacı Ömerli Mah.","","","",""
"https://www.hepsiemlak.com/konya-karatay-akabe-kiralik/daire/122312-392","19","20.000","21-03-2025","Kiralık Daire","1 +
                          1","80 m²","4
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Felix Gayrimenkulden Akabe Mahallesinde Eşyalı Kiralık 1+1","Konya / Karatay / Akabe Mah.","https://www.hepsiemlak.com/emlak-ofisi/felix-gayrimenkul-122312","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/1/3/2/2/1/c4ba5446-a203-4065-b028-59194a1df9d8.jpg","","Felıx Gayrimenkul"
